Transaction_ID,Date,Drug_Name,Quantity,Unit_Price,Category,Unit_Cost
1427,2025-09-26,Amoxicillin,7,70.58,Antibiotics,49.41
1428,2025-05-04,Ventolin,8,74.08,Respiratory,51.86
1429,2025-04-16,Panadol,1,39.24,Analgesics,27.47
1430,2025-06-07,Panadol,5,61.62,Analgesics,43.13
1431,2025-05-27,Panadol,7,61.77,Analgesics,43.24
1432,2025-05-25,Panadol,4,17.33,Analgesics,12.13
1433,2025-04-30,Panadol,4,117.46,Analgesics,82.22
1434,2025-11-15,Ventolin,4,68.31,Respiratory,47.82
1435,2025-10-02,Insulin,6,125.11,Diabetes,87.58
1436,2025-04-02,Amoxicillin,7,129.05,Antibiotics,90.34
1437,2025-02-27,Panadol,2,39.68,Analgesics,27.78
1438,2025-12-12,Insulin,5,102.03,Diabetes,71.42
1439,2025-08-17,Insulin,4,76.12,Diabetes,53.28
1440,2025-04-27,Amoxicillin,3,133.22,Antibiotics,93.25
1441,2025-11-14,Ventolin,7,40.2,Respiratory,28.14
1442,2025-10-06,Lipitor,6,104.89,Cholesterol,73.42
1443,2025-05-07,Lipitor,7,95.09,Cholesterol,66.56
1444,2025-05-09,Insulin,5,51.34,Diabetes,35.94
1445,2025-02-27,Nexium,6,29.12,Gastrointestinal,20.38
1446,2025-05-02,Nexium,5,101.23,Gastrointestinal,70.86
1447,2025-01-01,Amoxicillin,7,113.4,Antibiotics,79.38
1448,2025-08-27,Lipitor,2,54.19,Cholesterol,37.93
1449,2025-10-17,Insulin,5,100.28,Diabetes,70.2
1450,2025-04-06,Ventolin,6,65.32,Respiratory,45.72
1451,2025-05-06,Lipitor,6,109.85,Cholesterol,76.9
1452,2025-04-28,Insulin,5,37.89,Diabetes,26.52
1453,2025-02-17,Insulin,7,134.63,Diabetes,94.24
1454,2025-03-30,Panadol,8,50.24,Analgesics,35.17
1455,2025-08-25,Ventolin,7,61.49,Respiratory,43.04
1456,2025-09-29,Panadol,5,18.13,Analgesics,12.69
1457,2025-07-08,Amoxicillin,1,25.61,Antibiotics,17.93
1458,2025-07-11,Panadol,5,82.22,Analgesics,57.55
1459,2025-03-10,Panadol,2,47.46,Analgesics,33.22
1460,2025-10-05,Lipitor,5,126.97,Cholesterol,88.88
1461,2025-12-15,Nexium,5,12.06,Gastrointestinal,8.44
1462,2025-09-04,Insulin,2,63.07,Diabetes,44.15
1463,2025-03-17,Ventolin,5,57.23,Respiratory,40.06
1464,2025-06-03,Panadol,4,12.71,Analgesics,8.9
1465,2025-05-24,Ventolin,1,27.41,Respiratory,19.19
1466,2025-03-27,Nexium,3,67.91,Gastrointestinal,47.54
1467,2025-07-04,Nexium,1,79.0,Gastrointestinal,55.3
1468,2025-10-12,Panadol,5,66.6,Analgesics,46.62
1469,2025-08-08,Amoxicillin,4,84.33,Antibiotics,59.03
1470,2025-03-10,Panadol,7,93.32,Analgesics,65.32
1471,2025-02-16,Lipitor,5,11.39,Cholesterol,7.97
1472,2025-04-04,Insulin,4,74.97,Diabetes,52.48
1473,2025-08-26,Amoxicillin,2,144.89,Antibiotics,101.42
1474,2025-07-23,Panadol,4,82.66,Analgesics,57.86
1475,2025-08-06,Ventolin,2,104.86,Respiratory,73.4
1476,2025-12-07,Amoxicillin,8,53.66,Antibiotics,37.56
1477,2025-02-08,Amoxicillin,3,118.36,Antibiotics,82.85
1478,2025-04-10,Panadol,9,118.21,Analgesics,82.75
1479,2025-10-16,Amoxicillin,4,82.98,Antibiotics,58.09
1480,2025-09-11,Ventolin,6,146.64,Respiratory,102.65
1481,2025-08-10,Nexium,5,27.58,Gastrointestinal,19.31
1482,2025-12-23,Amoxicillin,1,12.37,Antibiotics,8.66
1483,2025-01-23,Nexium,9,117.82,Gastrointestinal,82.47
1484,2025-09-07,Ventolin,1,123.0,Respiratory,86.1
1485,2025-01-10,Panadol,8,26.83,Analgesics,18.78
1486,2025-09-03,Insulin,9,47.18,Diabetes,33.03
1487,2025-11-21,Amoxicillin,9,12.46,Antibiotics,8.72
1488,2025-04-10,Insulin,1,51.06,Diabetes,35.74
1489,2025-10-17,Ventolin,2,118.24,Respiratory,82.77
1490,2025-06-29,Amoxicillin,1,82.51,Antibiotics,57.76
1491,2025-08-11,Nexium,2,58.73,Gastrointestinal,41.11
1492,2025-09-07,Lipitor,8,62.04,Cholesterol,43.43
1493,2025-05-27,Insulin,5,10.19,Diabetes,7.13
1494,2025-04-06,Amoxicillin,7,51.97,Antibiotics,36.38
1495,2025-09-14,Insulin,2,100.5,Diabetes,70.35
1496,2025-11-21,Amoxicillin,8,146.39,Antibiotics,102.47
1497,2025-01-04,Panadol,6,128.59,Analgesics,90.01
1498,2025-01-16,Nexium,8,13.3,Gastrointestinal,9.31
1499,2025-10-07,Insulin,1,135.8,Diabetes,95.06
1500,2025-12-02,Lipitor,1,119.65,Cholesterol,83.76
1501,2025-09-04,Lipitor,7,119.25,Cholesterol,83.48
1502,2025-09-15,Ventolin,8,74.12,Respiratory,51.88
1503,2025-06-09,Amoxicillin,3,65.72,Antibiotics,46.0
1504,2025-12-06,Insulin,5,52.41,Diabetes,36.69
1505,2025-06-01,Ventolin,1,19.2,Respiratory,13.44
1506,2025-06-27,Insulin,7,41.95,Diabetes,29.36
1507,2025-06-12,Amoxicillin,5,44.52,Antibiotics,31.16
1508,2025-02-02,Lipitor,8,77.77,Cholesterol,54.44
1509,2025-06-28,Panadol,8,114.64,Analgesics,80.25
1510,2025-04-11,Lipitor,9,76.33,Cholesterol,53.43
1511,2025-09-25,Ventolin,7,18.1,Respiratory,12.67
1512,2025-11-19,Nexium,1,144.09,Gastrointestinal,100.86
1513,2025-03-06,Panadol,3,141.98,Analgesics,99.39
1514,2025-06-17,Ventolin,8,119.93,Respiratory,83.95
1515,2025-11-26,Amoxicillin,3,148.79,Antibiotics,104.15
1516,2025-02-12,Panadol,8,86.23,Analgesics,60.36
1517,2025-02-13,Ventolin,1,144.79,Respiratory,101.35
1518,2025-10-12,Amoxicillin,5,20.58,Antibiotics,14.41
1519,2025-01-12,Lipitor,4,61.2,Cholesterol,42.84
1520,2025-04-05,Nexium,5,41.55,Gastrointestinal,29.08
1521,2025-10-29,Amoxicillin,8,37.42,Antibiotics,26.19
1522,2025-09-10,Insulin,4,29.71,Diabetes,20.8
1523,2025-08-30,Amoxicillin,4,97.14,Antibiotics,68.0
1524,2025-02-04,Amoxicillin,3,119.39,Antibiotics,83.57
1525,2025-08-03,Nexium,7,90.96,Gastrointestinal,63.67
1526,2025-12-03,Insulin,3,30.57,Diabetes,21.4
1527,2025-03-31,Ventolin,3,123.56,Respiratory,86.49
1528,2025-09-21,Ventolin,5,99.03,Respiratory,69.32
1529,2025-04-03,Amoxicillin,5,64.34,Antibiotics,45.04
1530,2025-03-31,Insulin,6,104.38,Diabetes,73.07
1531,2025-04-25,Insulin,8,46.39,Diabetes,32.47
1532,2025-04-15,Nexium,6,58.33,Gastrointestinal,40.83
1533,2025-07-15,Lipitor,1,138.45,Cholesterol,96.92
1534,2025-11-10,Ventolin,8,50.67,Respiratory,35.47
1535,2025-04-24,Nexium,8,75.8,Gastrointestinal,53.06
1536,2025-03-16,Panadol,9,134.62,Analgesics,94.23
1537,2025-08-05,Ventolin,9,109.08,Respiratory,76.36
1538,2025-10-04,Nexium,2,18.71,Gastrointestinal,13.1
1539,2025-09-06,Ventolin,2,30.62,Respiratory,21.43
1540,2025-06-13,Lipitor,3,11.1,Cholesterol,7.77
1541,2025-12-23,Panadol,1,98.33,Analgesics,68.83
1542,2025-07-11,Lipitor,4,72.67,Cholesterol,50.87
1543,2025-08-15,Panadol,4,28.8,Analgesics,20.16
1544,2025-06-26,Amoxicillin,9,144.11,Antibiotics,100.88
1545,2025-04-09,Nexium,9,84.15,Gastrointestinal,58.9
1546,2025-02-05,Panadol,9,43.87,Analgesics,30.71
1547,2025-04-06,Lipitor,7,80.08,Cholesterol,56.06
1548,2025-06-01,Ventolin,2,105.15,Respiratory,73.6
1549,2025-05-31,Panadol,5,20.67,Analgesics,14.47
1550,2025-07-09,Nexium,4,48.46,Gastrointestinal,33.92
1551,2025-08-12,Panadol,8,122.98,Analgesics,86.09
1552,2025-02-06,Insulin,2,74.35,Diabetes,52.04
1553,2025-09-25,Ventolin,6,86.52,Respiratory,60.56
1554,2025-07-02,Nexium,5,70.59,Gastrointestinal,49.41
1555,2025-01-13,Nexium,2,16.15,Gastrointestinal,11.3
1556,2025-10-06,Amoxicillin,1,33.2,Antibiotics,23.24
1557,2025-08-05,Lipitor,8,72.38,Cholesterol,50.67
1558,2025-12-21,Amoxicillin,2,39.29,Antibiotics,27.5
1559,2025-12-27,Nexium,7,17.0,Gastrointestinal,11.9
1560,2025-10-13,Ventolin,9,128.11,Respiratory,89.68
1561,2025-09-30,Panadol,9,147.37,Analgesics,103.16
1562,2025-03-03,Panadol,8,121.04,Analgesics,84.73
1563,2025-03-25,Ventolin,9,129.53,Respiratory,90.67
1564,2025-08-05,Nexium,2,43.88,Gastrointestinal,30.72
1565,2025-12-08,Panadol,6,144.49,Analgesics,101.14
1566,2025-07-06,Panadol,4,37.57,Analgesics,26.3
1567,2025-01-19,Panadol,4,143.2,Analgesics,100.24
1568,2025-06-26,Lipitor,5,149.27,Cholesterol,104.49
1569,2025-04-10,Lipitor,3,109.64,Cholesterol,76.75
1570,2025-08-21,Insulin,1,147.36,Diabetes,103.15
1571,2025-03-17,Amoxicillin,8,89.74,Antibiotics,62.82
1572,2025-09-22,Ventolin,5,46.34,Respiratory,32.44
1573,2025-10-11,Ventolin,3,71.18,Respiratory,49.83
1574,2025-07-25,Ventolin,7,93.1,Respiratory,65.17
1575,2025-08-11,Insulin,7,20.23,Diabetes,14.16
1576,2025-02-21,Lipitor,1,97.13,Cholesterol,67.99
1577,2025-12-05,Nexium,9,147.36,Gastrointestinal,103.15
1578,2025-05-24,Nexium,2,36.62,Gastrointestinal,25.63
1579,2025-03-10,Insulin,5,120.96,Diabetes,84.67
1580,2025-04-09,Nexium,5,137.11,Gastrointestinal,95.98
1581,2025-01-25,Ventolin,8,142.12,Respiratory,99.48
1582,2025-02-22,Amoxicillin,8,144.42,Antibiotics,101.09
1583,2025-05-31,Panadol,7,83.0,Analgesics,58.1
1584,2025-05-24,Lipitor,7,146.82,Cholesterol,102.77
1585,2025-02-26,Lipitor,6,116.02,Cholesterol,81.21
1586,2025-02-08,Insulin,6,32.63,Diabetes,22.84
1587,2025-04-19,Lipitor,9,76.77,Cholesterol,53.74
1588,2025-06-30,Ventolin,6,110.57,Respiratory,77.4
1589,2025-02-11,Nexium,2,44.63,Gastrointestinal,31.24
1590,2025-07-05,Ventolin,2,99.69,Respiratory,69.78
1591,2025-08-11,Insulin,5,103.32,Diabetes,72.32
1592,2025-05-02,Ventolin,4,32.78,Respiratory,22.95
1593,2025-05-13,Nexium,2,89.11,Gastrointestinal,62.38
1594,2025-06-12,Amoxicillin,3,118.03,Antibiotics,82.62
1595,2025-08-03,Insulin,7,79.85,Diabetes,55.9
1596,2025-08-09,Amoxicillin,8,11.69,Antibiotics,8.18
1597,2025-08-23,Panadol,6,11.27,Analgesics,7.89
1598,2025-11-27,Amoxicillin,5,59.98,Antibiotics,41.99
1599,2025-05-26,Panadol,1,139.67,Analgesics,97.77
1600,2025-08-27,Panadol,8,42.01,Analgesics,29.41
1601,2025-03-17,Amoxicillin,3,98.81,Antibiotics,69.17
1602,2025-01-09,Insulin,6,41.09,Diabetes,28.76
1603,2025-03-15,Nexium,3,55.03,Gastrointestinal,38.52
1604,2025-09-10,Ventolin,7,128.73,Respiratory,90.11
1605,2025-08-18,Ventolin,7,112.04,Respiratory,78.43
1606,2025-01-07,Nexium,9,23.36,Gastrointestinal,16.35
1607,2025-06-23,Panadol,5,70.02,Analgesics,49.01
1608,2025-05-21,Panadol,8,14.08,Analgesics,9.86
1609,2025-06-17,Insulin,8,77.32,Diabetes,54.12
1610,2025-06-19,Lipitor,1,102.74,Cholesterol,71.92
1611,2025-10-10,Amoxicillin,5,26.59,Antibiotics,18.61
1612,2025-05-02,Panadol,3,50.44,Analgesics,35.31
1613,2025-07-13,Ventolin,1,65.7,Respiratory,45.99
1614,2025-01-05,Insulin,4,138.73,Diabetes,97.11
1615,2025-01-29,Amoxicillin,8,149.06,Antibiotics,104.34
1616,2025-06-14,Insulin,3,16.29,Diabetes,11.4
1617,2025-12-05,Amoxicillin,2,116.54,Antibiotics,81.58
1618,2025-05-16,Amoxicillin,9,62.04,Antibiotics,43.43
1619,2025-12-31,Nexium,5,64.94,Gastrointestinal,45.46
1620,2025-11-17,Panadol,7,115.6,Analgesics,80.92
1621,2025-12-08,Insulin,2,138.58,Diabetes,97.01
1622,2025-05-25,Insulin,9,143.13,Diabetes,100.19
1623,2025-11-23,Nexium,9,90.8,Gastrointestinal,63.56
1624,2025-08-05,Ventolin,4,60.0,Respiratory,42.0
1625,2025-10-28,Ventolin,4,120.26,Respiratory,84.18
1626,2025-05-12,Panadol,6,45.14,Analgesics,31.6
1627,2025-10-19,Panadol,6,88.97,Analgesics,62.28
1628,2025-03-11,Lipitor,1,60.2,Cholesterol,42.14
1629,2025-09-09,Nexium,9,101.93,Gastrointestinal,71.35
1630,2025-10-02,Ventolin,2,43.66,Respiratory,30.56
1631,2025-12-30,Amoxicillin,5,36.82,Antibiotics,25.77
1632,2025-07-01,Insulin,9,138.55,Diabetes,96.98
1633,2025-06-16,Panadol,4,24.25,Analgesics,16.97
1634,2025-04-01,Insulin,3,80.83,Diabetes,56.58
1635,2025-07-21,Insulin,7,40.92,Diabetes,28.64
1636,2025-12-12,Lipitor,6,15.45,Cholesterol,10.82
1637,2025-01-19,Ventolin,8,15.04,Respiratory,10.53
1638,2025-02-08,Panadol,3,34.53,Analgesics,24.17
1639,2025-05-06,Insulin,5,131.35,Diabetes,91.94
1640,2025-06-22,Panadol,4,49.55,Analgesics,34.68
1641,2025-05-21,Amoxicillin,4,143.06,Antibiotics,100.14
1642,2025-08-30,Lipitor,4,91.43,Cholesterol,64.0
1643,2025-08-08,Amoxicillin,8,71.13,Antibiotics,49.79
1644,2025-05-06,Panadol,6,91.21,Analgesics,63.85
1645,2025-02-27,Panadol,3,82.34,Analgesics,57.64
1646,2025-05-28,Ventolin,5,116.23,Respiratory,81.36
1647,2025-11-13,Insulin,6,49.55,Diabetes,34.68
1648,2025-12-27,Insulin,5,59.43,Diabetes,41.6
1649,2025-01-01,Amoxicillin,6,135.17,Antibiotics,94.62
1650,2025-12-14,Lipitor,8,142.5,Cholesterol,99.75
1651,2025-07-09,Nexium,7,134.96,Gastrointestinal,94.47
1652,2025-07-10,Insulin,5,68.72,Diabetes,48.1
1653,2025-11-08,Ventolin,6,119.25,Respiratory,83.48
1654,2025-04-27,Amoxicillin,4,76.69,Antibiotics,53.68
1655,2025-05-14,Amoxicillin,9,79.66,Antibiotics,55.76
1656,2025-02-27,Nexium,4,38.66,Gastrointestinal,27.06
1657,2025-02-13,Ventolin,1,92.76,Respiratory,64.93
1658,2025-06-22,Lipitor,7,36.06,Cholesterol,25.24
1659,2025-06-09,Ventolin,7,56.42,Respiratory,39.49
1660,2025-06-22,Lipitor,4,129.7,Cholesterol,90.79
1661,2025-11-13,Ventolin,3,38.99,Respiratory,27.29
1662,2025-10-30,Ventolin,8,19.96,Respiratory,13.97
1663,2025-05-29,Panadol,5,19.66,Analgesics,13.76
1664,2025-03-21,Amoxicillin,7,141.71,Antibiotics,99.2
1665,2025-08-01,Ventolin,4,80.97,Respiratory,56.68
1666,2025-07-22,Nexium,4,67.32,Gastrointestinal,47.12
1667,2025-09-09,Ventolin,8,123.52,Respiratory,86.46
1668,2025-08-17,Insulin,8,127.02,Diabetes,88.91
1669,2025-06-13,Amoxicillin,2,56.51,Antibiotics,39.56
1670,2025-08-15,Insulin,2,107.11,Diabetes,74.98
1671,2025-05-27,Amoxicillin,3,117.96,Antibiotics,82.57
1672,2025-01-20,Insulin,3,101.65,Diabetes,71.16
1673,2025-02-16,Ventolin,1,31.22,Respiratory,21.85
1674,2025-08-21,Ventolin,3,132.62,Respiratory,92.83
1675,2025-11-01,Panadol,6,85.47,Analgesics,59.83
1676,2025-01-14,Nexium,8,49.55,Gastrointestinal,34.68
1677,2025-05-23,Insulin,6,69.53,Diabetes,48.67
1678,2025-01-01,Lipitor,5,15.26,Cholesterol,10.68
1679,2025-02-23,Panadol,4,27.9,Analgesics,19.53
1680,2025-09-16,Insulin,3,117.18,Diabetes,82.03
1681,2025-05-24,Insulin,4,10.0,Diabetes,7.0
1682,2025-01-12,Panadol,7,68.32,Analgesics,47.82
1683,2025-11-26,Ventolin,1,83.15,Respiratory,58.2
1684,2025-08-12,Insulin,7,17.65,Diabetes,12.35
1685,2025-09-29,Ventolin,1,146.23,Respiratory,102.36
1686,2025-12-24,Panadol,2,41.66,Analgesics,29.16
1687,2025-06-05,Ventolin,4,52.59,Respiratory,36.81
1688,2025-01-08,Amoxicillin,1,52.55,Antibiotics,36.78
1689,2025-05-02,Lipitor,9,42.26,Cholesterol,29.58
1690,2025-12-14,Insulin,6,10.21,Diabetes,7.15
1691,2025-06-13,Nexium,1,112.11,Gastrointestinal,78.48
1692,2025-03-31,Lipitor,1,145.36,Cholesterol,101.75
1693,2025-05-16,Ventolin,6,41.4,Respiratory,28.98
1694,2025-07-05,Insulin,4,102.83,Diabetes,71.98
1695,2025-11-12,Ventolin,4,113.87,Respiratory,79.71
1696,2025-06-27,Amoxicillin,6,128.78,Antibiotics,90.15
1697,2025-01-28,Panadol,7,69.17,Analgesics,48.42
1698,2025-08-08,Insulin,9,52.41,Diabetes,36.69
1699,2025-12-23,Amoxicillin,5,55.54,Antibiotics,38.88
1700,2025-02-10,Amoxicillin,9,109.77,Antibiotics,76.84
1701,2025-08-16,Insulin,4,124.35,Diabetes,87.04
1702,2025-07-11,Ventolin,2,35.43,Respiratory,24.8
1703,2025-05-25,Nexium,3,61.93,Gastrointestinal,43.35
1704,2025-07-20,Amoxicillin,1,136.27,Antibiotics,95.39
1705,2025-07-31,Lipitor,6,122.94,Cholesterol,86.06
1706,2025-08-08,Amoxicillin,6,147.88,Antibiotics,103.52
1707,2025-08-28,Nexium,1,115.59,Gastrointestinal,80.91
1708,2025-02-15,Ventolin,3,65.05,Respiratory,45.54
1709,2025-02-04,Ventolin,5,92.69,Respiratory,64.88
1710,2025-09-10,Lipitor,3,102.54,Cholesterol,71.78
1711,2025-03-23,Amoxicillin,3,20.98,Antibiotics,14.69
1712,2025-09-13,Ventolin,3,86.23,Respiratory,60.36
1713,2025-07-16,Nexium,5,109.3,Gastrointestinal,76.51
1714,2025-10-30,Insulin,5,33.42,Diabetes,23.39
1715,2025-01-10,Panadol,4,119.29,Analgesics,83.5
1716,2025-11-08,Panadol,1,91.73,Analgesics,64.21
1717,2025-10-13,Panadol,5,143.31,Analgesics,100.32
1718,2025-08-30,Amoxicillin,5,15.94,Antibiotics,11.16
1719,2025-09-08,Lipitor,4,47.15,Cholesterol,33.0
1720,2025-12-31,Ventolin,6,94.22,Respiratory,65.95
1721,2025-01-05,Insulin,4,51.52,Diabetes,36.06
1722,2025-04-29,Nexium,7,110.02,Gastrointestinal,77.01
1723,2025-10-16,Insulin,7,116.26,Diabetes,81.38
1724,2025-03-06,Nexium,2,24.35,Gastrointestinal,17.04
1725,2025-05-26,Amoxicillin,3,81.94,Antibiotics,57.36
1726,2025-08-12,Panadol,1,81.24,Analgesics,56.87
1727,2025-08-27,Amoxicillin,8,61.7,Antibiotics,43.19
1728,2025-06-26,Lipitor,9,140.61,Cholesterol,98.43
1729,2025-09-24,Lipitor,4,125.85,Cholesterol,88.09
1730,2025-12-07,Nexium,6,107.61,Gastrointestinal,75.33
1731,2025-10-09,Ventolin,9,110.01,Respiratory,77.01
1732,2025-03-04,Ventolin,6,74.64,Respiratory,52.25
1733,2025-08-05,Nexium,9,138.94,Gastrointestinal,97.26
1734,2025-12-08,Lipitor,4,107.24,Cholesterol,75.07
1735,2025-11-11,Lipitor,8,112.06,Cholesterol,78.44
1736,2025-10-10,Lipitor,9,130.64,Cholesterol,91.45
1737,2025-06-26,Amoxicillin,4,48.37,Antibiotics,33.86
1738,2025-04-08,Lipitor,5,122.99,Cholesterol,86.09
1739,2025-04-15,Insulin,8,37.33,Diabetes,26.13
1740,2025-04-09,Panadol,6,58.35,Analgesics,40.84
1741,2025-11-07,Lipitor,7,56.99,Cholesterol,39.89
1742,2025-01-06,Nexium,3,146.99,Gastrointestinal,102.89
1743,2025-07-16,Panadol,7,129.92,Analgesics,90.94
1744,2025-12-17,Amoxicillin,8,108.16,Antibiotics,75.71
1745,2025-05-13,Nexium,6,111.79,Gastrointestinal,78.25
1746,2025-12-24,Panadol,9,88.69,Analgesics,62.08
1747,2025-09-16,Nexium,6,142.59,Gastrointestinal,99.81
1748,2025-01-23,Amoxicillin,9,79.48,Antibiotics,55.64
1749,2025-02-22,Insulin,4,63.27,Diabetes,44.29
1750,2025-06-14,Amoxicillin,8,32.82,Antibiotics,22.97
1751,2025-07-21,Amoxicillin,4,120.07,Antibiotics,84.05
1752,2025-03-24,Nexium,2,112.82,Gastrointestinal,78.97
1753,2025-05-25,Ventolin,9,63.81,Respiratory,44.67
1754,2025-03-26,Lipitor,5,13.53,Cholesterol,9.47
1755,2025-03-19,Lipitor,4,127.46,Cholesterol,89.22
1756,2025-01-01,Insulin,2,11.6,Diabetes,8.12
1757,2025-02-20,Insulin,1,108.52,Diabetes,75.96
1758,2025-06-22,Lipitor,7,145.84,Cholesterol,102.09
1759,2025-07-24,Ventolin,6,71.27,Respiratory,49.89
1760,2025-09-17,Lipitor,2,42.9,Cholesterol,30.03
1761,2025-10-15,Ventolin,8,108.68,Respiratory,76.08
1762,2025-02-03,Insulin,4,124.4,Diabetes,87.08
1763,2025-12-14,Panadol,8,86.5,Analgesics,60.55
1764,2025-04-05,Nexium,7,145.38,Gastrointestinal,101.77
1765,2025-03-13,Insulin,5,17.23,Diabetes,12.06
1766,2025-02-08,Insulin,8,80.67,Diabetes,56.47
1767,2025-06-03,Amoxicillin,9,110.58,Antibiotics,77.41
1768,2025-09-07,Amoxicillin,5,130.77,Antibiotics,91.54
1769,2025-06-11,Amoxicillin,5,35.1,Antibiotics,24.57
1770,2025-04-28,Nexium,2,122.0,Gastrointestinal,85.4
1771,2025-09-16,Amoxicillin,5,87.38,Antibiotics,61.17
1772,2025-11-02,Ventolin,3,65.52,Respiratory,45.86
1773,2025-09-25,Lipitor,7,28.44,Cholesterol,19.91
1774,2025-02-23,Panadol,5,131.14,Analgesics,91.8
1775,2025-08-24,Insulin,8,32.02,Diabetes,22.41
1776,2025-08-10,Ventolin,1,53.37,Respiratory,37.36
1777,2025-09-08,Panadol,3,50.61,Analgesics,35.43
1778,2025-11-09,Ventolin,3,132.0,Respiratory,92.4
1779,2025-04-22,Ventolin,9,104.18,Respiratory,72.93
1780,2025-09-12,Insulin,5,121.54,Diabetes,85.08
1781,2025-10-30,Lipitor,9,45.07,Cholesterol,31.55
1782,2025-07-26,Amoxicillin,9,97.48,Antibiotics,68.24
1783,2025-08-17,Nexium,1,90.04,Gastrointestinal,63.03
1784,2025-12-07,Lipitor,2,126.6,Cholesterol,88.62
1785,2025-03-07,Nexium,5,136.85,Gastrointestinal,95.79
1786,2025-03-16,Insulin,4,11.7,Diabetes,8.19
1787,2025-04-13,Insulin,9,104.36,Diabetes,73.05
1788,2025-07-11,Insulin,7,17.26,Diabetes,12.08
1789,2025-09-09,Panadol,6,86.84,Analgesics,60.79
1790,2025-08-14,Nexium,7,50.27,Gastrointestinal,35.19
1791,2025-10-21,Lipitor,1,52.95,Cholesterol,37.06
1792,2025-11-02,Lipitor,1,59.41,Cholesterol,41.59
1793,2025-04-08,Ventolin,8,96.98,Respiratory,67.89
1794,2025-12-04,Ventolin,2,56.77,Respiratory,39.74
1795,2025-10-13,Ventolin,9,112.58,Respiratory,78.81
1796,2025-12-01,Insulin,7,66.63,Diabetes,46.64
1797,2025-12-13,Lipitor,6,19.57,Cholesterol,13.7
1798,2025-11-04,Nexium,1,119.73,Gastrointestinal,83.81
1799,2025-09-06,Insulin,1,50.01,Diabetes,35.01
1800,2025-06-15,Panadol,2,70.59,Analgesics,49.41
1801,2025-12-01,Ventolin,6,105.96,Respiratory,74.17
1802,2025-01-30,Insulin,6,56.54,Diabetes,39.58
1803,2025-09-04,Insulin,2,17.92,Diabetes,12.54
1804,2025-04-16,Panadol,1,62.35,Analgesics,43.64
1805,2025-02-20,Amoxicillin,5,142.22,Antibiotics,99.55
1806,2025-03-22,Lipitor,5,99.84,Cholesterol,69.89
1807,2025-05-13,Nexium,2,104.01,Gastrointestinal,72.81
1808,2025-10-12,Amoxicillin,6,98.52,Antibiotics,68.96
1809,2025-05-18,Ventolin,9,37.86,Respiratory,26.5
1810,2025-07-03,Insulin,2,68.57,Diabetes,48.0
1811,2025-11-26,Panadol,2,115.13,Analgesics,80.59
1812,2025-09-30,Panadol,3,24.19,Analgesics,16.93
1813,2025-12-06,Lipitor,7,48.9,Cholesterol,34.23
1814,2025-03-10,Amoxicillin,6,48.68,Antibiotics,34.08
1815,2025-02-03,Lipitor,8,70.48,Cholesterol,49.34
1816,2025-09-19,Insulin,8,147.25,Diabetes,103.07
1817,2025-02-22,Lipitor,6,19.45,Cholesterol,13.61
1818,2025-07-24,Nexium,3,82.62,Gastrointestinal,57.83
1819,2025-05-06,Panadol,3,35.11,Analgesics,24.58
1820,2025-08-23,Panadol,1,145.89,Analgesics,102.12
1821,2025-02-12,Ventolin,7,25.86,Respiratory,18.1
1822,2025-08-28,Ventolin,5,66.5,Respiratory,46.55
1823,2025-04-21,Insulin,4,113.3,Diabetes,79.31
1824,2025-09-06,Nexium,4,108.64,Gastrointestinal,76.05
1825,2025-05-31,Amoxicillin,4,69.18,Antibiotics,48.43
1826,2025-07-02,Lipitor,6,58.51,Cholesterol,40.96
1827,2025-12-02,Insulin,8,65.67,Diabetes,45.97
1828,2025-04-05,Ventolin,8,47.0,Respiratory,32.9
1829,2025-01-08,Lipitor,5,38.75,Cholesterol,27.12
1830,2025-12-26,Ventolin,6,77.63,Respiratory,54.34
1831,2025-07-03,Lipitor,4,47.59,Cholesterol,33.31
1832,2025-10-08,Amoxicillin,9,50.24,Antibiotics,35.17
1833,2025-07-14,Insulin,8,101.95,Diabetes,71.36
1834,2025-12-18,Lipitor,1,145.6,Cholesterol,101.92
1835,2025-07-14,Nexium,2,94.51,Gastrointestinal,66.16
1836,2025-06-04,Panadol,9,20.78,Analgesics,14.55
1837,2025-04-03,Nexium,8,20.58,Gastrointestinal,14.41
1838,2025-06-09,Nexium,3,143.2,Gastrointestinal,100.24
1839,2025-03-02,Panadol,8,51.62,Analgesics,36.13
1840,2025-05-02,Nexium,1,22.89,Gastrointestinal,16.02
1841,2025-02-20,Lipitor,4,93.87,Cholesterol,65.71
1842,2025-10-04,Lipitor,3,97.31,Cholesterol,68.12
1843,2025-01-05,Lipitor,6,100.79,Cholesterol,70.55
1844,2025-04-02,Panadol,7,47.44,Analgesics,33.21
1845,2025-06-19,Nexium,4,12.12,Gastrointestinal,8.48
1846,2025-11-13,Panadol,7,145.1,Analgesics,101.57
1847,2025-01-22,Lipitor,9,45.13,Cholesterol,31.59
1848,2025-11-22,Nexium,2,104.64,Gastrointestinal,73.25
1849,2025-01-01,Nexium,3,108.93,Gastrointestinal,76.25
1850,2025-05-13,Ventolin,5,95.4,Respiratory,66.78
1851,2025-08-21,Ventolin,3,53.81,Respiratory,37.67
1852,2025-01-12,Amoxicillin,8,47.95,Antibiotics,33.56
1853,2025-12-12,Insulin,8,93.67,Diabetes,65.57
1854,2025-02-15,Ventolin,8,131.25,Respiratory,91.88
